year,country_iso_code,co2_including_luc,co2_including_luc_per_capita,co2_including_luc_growth_abs,cement_co2,cement_co2_per_capita,cumulative_cement_co2,coal_co2,coal_co2_per_capita,cumulative_coal_co2,flaring_co2,flaring_co2_per_capita,cumulative_flaring_co2,gas_co2,gas_co2_per_capita,cumulative_gas_co2,land_use_change_co2,land_use_change_co2_per_capita,cumulative_luc_co2,oil_co2,oil_co2_per_capita,cumulative_oil_co2,other_industry_co2,other_co2_per_capita,cumulative_other_co2
2009,LCA,0.278,1.641,-0.073,0,0,0,0,0,0,0,0,0,0,0,0,-0.147,-0.864,3.334,0.425,2.505,9.01,,,
2010,LCA,0.341,1.993,0.062,0,0,0,0,0,0,0,0,0,0,0,0,-0.147,-0.857,3.188,0.487,2.851,9.497,,,
2011,LCA,0.341,1.979,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.147,-0.851,3.041,0.487,2.831,9.984,,,
2012,LCA,0.381,2.201,0.04,0,0,0,0,0,0,0,0,0,0,0,0,-0.11,-0.635,2.931,0.491,2.836,10.475,,,
2013,LCA,0.414,2.38,0.033,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-0.421,2.858,0.487,2.801,10.963,,,
2014,LCA,0.374,2.138,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,-0.11,-0.629,2.748,0.484,2.767,11.446,,,
2015,LCA,0.407,2.316,0.033,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-0.417,2.675,0.48,2.733,11.926,,,
2016,LCA,0.377,2.139,-0.029,0,0,0,0,0,0,0,0,0,0,0,0,-0.11,-0.623,2.565,0.487,2.762,12.414,,,
2017,LCA,0.432,2.44,0.055,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-0.414,2.492,0.506,2.854,12.919,,,
2018,LCA,0.436,2.451,0.004,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-0.412,2.418,0.509,2.863,13.429,,,
2019,LCA,0.443,2.482,0.007,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-0.41,2.345,0.517,2.893,13.945,,,
2020,LCA,0.368,2.052,-0.076,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-0.409,2.272,0.441,2.461,14.386,,,
2021,LCA,0.413,2.297,0.045,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-0.408,2.198,0.486,2.705,14.872,,,
2000,MAF,,,,,,,,,,,,,,,,0,,0.183,,,,,,
2001,MAF,,,,,,,,,,,,,,,,0,,0.183,,,,,,
2002,MAF,,,,,,,,,,,,,,,,0,,0.183,,,,,,
2003,MAF,,,,,,,,,,,,,,,,0,,0.183,,,,,,
2004,MAF,,,,,,,,,,,,,,,,0,,0.183,,,,,,
2005,MAF,,,,,,,,,,,,,,,,0,,0.183,,,,,,
2006,MAF,,,,,,,,,,,,,,,,0,,0.183,,,,,,
2007,MAF,,,,,,,,,,,,,,,,0,,0.183,,,,,,
2008,MAF,,,,,,,,,,,,,,,,0,,0.183,,,,,,
2009,MAF,,,,,,,,,,,,,,,,0,,0.183,,,,,,
2010,MAF,,,,,,,,,,,,,,,,0,,0.183,,,,,,
2011,MAF,,,,,,,,,,,,,,,,0,,0.183,,,,,,
2012,MAF,,,,,,,,,,,,,,,,0,,0.183,,,,,,
2013,MAF,,,,,,,,,,,,,,,,0,,0.183,,,,,,
2014,MAF,,,,,,,,,,,,,,,,0,,0.183,,,,,,
2015,MAF,,,,,,,,,,,,,,,,0,,0.183,,,,,,
2016,MAF,,,,,,,,,,,,,,,,0,,0.183,,,,,,
2017,MAF,,,,,,,,,,,,,,,,0,,0.183,,,,,,
2018,MAF,,,,,,,,,,,,,,,,0,,0.183,,,,,,
2019,MAF,,,,,,,,,,,,,,,,0,,0.183,,,,,,
2020,MAF,,,,,,,,,,,,,,,,0,,0.183,,,,,,
2021,MAF,,,,,,,,,,,,,,,,0,,0.183,,,,,,
2000,SPM,0.055,8.724,0,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,1.392,0.055,8.724,1.926,,,
2001,SPM,0.055,8.747,0,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,1.392,0.055,8.747,1.981,,,
2002,SPM,0.059,9.359,0.004,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,1.392,0.059,9.359,2.04,,,
2003,SPM,0.062,10.001,0.004,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,1.392,0.062,10.001,2.102,,,
2004,SPM,0.059,9.477,-0.004,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,1.392,0.059,9.477,2.161,,,
2005,SPM,0.062,10.153,0.004,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,1.392,0.062,10.153,2.223,,,
2006,SPM,0.066,10.803,0.004,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,1.392,0.066,10.803,2.289,,,
2007,SPM,0.066,10.83,0,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,1.392,0.066,10.83,2.355,,,
2008,SPM,0.066,10.838,0,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,1.392,0.066,10.838,2.421,,,
2009,SPM,0.066,10.853,0,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,1.392,0.066,10.853,2.487,,,
2010,SPM,0.066,10.856,0,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,1.392,0.066,10.856,2.553,,,
2011,SPM,0.066,10.872,0,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,1.392,0.066,10.872,2.619,,,
2012,SPM,0.066,10.905,0,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,1.392,0.066,10.905,2.685,,,
2013,SPM,0.066,10.943,0,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,1.392,0.066,10.943,2.751,,,
2014,SPM,0.066,10.968,0,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,1.392,0.066,10.968,2.817,,,
2015,SPM,0.066,10.99,0,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,1.392,0.066,10.99,2.883,,,
2016,SPM,0.066,11.01,0,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,1.392,0.066,11.01,2.949,,,
2017,SPM,0.066,11.029,0,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,1.392,0.066,11.029,3.015,,,
2018,SPM,0.059,9.821,-0.007,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,1.392,0.059,9.821,3.073,,,
2019,SPM,0.066,11.081,0.007,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,1.392,0.066,11.081,3.139,,,
2020,SPM,0.056,9.496,-0.01,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,1.392,0.056,9.496,3.196,,,
2021,SPM,0.062,10.505,0.006,0,0,0,0,0,0.495,0,0,0,0,0,0,0,0,1.392,0.062,10.505,3.258,,,
2000,VCT,0.073,0.644,-0.018,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-0.644,2.821,0.147,1.288,2.495,,,
2001,VCT,0.106,0.935,0.033,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-0.645,2.748,0.18,1.58,2.675,,,
2002,VCT,0.114,1.001,0.007,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-0.646,2.675,0.187,1.647,2.862,,,
2003,VCT,0.125,1.101,0.011,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-0.648,2.601,0.198,1.749,3.059,,,
2004,VCT,0.147,1.301,0.022,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-0.651,2.528,0.22,1.952,3.279,,,
2005,VCT,0.183,1.635,0.037,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.327,2.492,0.22,1.962,3.499,,,
2006,VCT,0.18,1.611,-0.004,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.329,2.455,0.216,1.94,3.715,,,
2007,VCT,0.271,2.446,0.092,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.331,2.492,0.234,2.116,3.95,,,
2008,VCT,0.256,2.325,-0.015,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.332,2.528,0.22,1.993,4.17,,,
2009,VCT,0.352,3.202,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.667,2.601,0.278,2.535,4.448,,,
2010,VCT,0.22,2.011,-0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.601,0.22,2.011,4.668,,,
2011,VCT,0.216,1.988,-0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.601,0.216,1.988,4.884,,,
2012,VCT,0.231,2.135,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.601,0.231,2.135,5.115,,,
2013,VCT,0.44,4.091,0.209,0,0,0,0,0,0,0,0,0,0,0,0,0.22,2.046,2.821,0.22,2.046,5.335,,,
2014,VCT,0.289,2.707,-0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.343,2.858,0.253,2.364,5.588,,,
2015,VCT,0.234,2.202,-0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.858,0.234,2.202,5.822,,,
2016,VCT,0.205,1.936,-0.029,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.346,2.821,0.242,2.282,6.064,,,
2017,VCT,0.216,2.048,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.821,0.216,2.048,6.28,,,
2018,VCT,0.205,1.949,-0.011,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.348,2.785,0.242,2.297,6.522,,,
2019,VCT,0.191,1.816,-0.015,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.349,2.748,0.227,2.165,6.749,,,
2020,VCT,0.157,1.503,-0.033,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.35,2.711,0.194,1.853,6.943,,,
2021,VCT,0.177,1.697,0.02,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.351,2.675,0.214,2.048,7.157,,,
2000,WSM,-0.114,-0.617,0.007,0,0,0,0,0,0,0,0,0,0,0,0,-0.256,-1.394,15.352,0.143,0.777,2.898,,,
2001,WSM,-0.103,-0.553,0.011,0,0,0,0,0,0,0,0,0,0,0,0,-0.256,-1.382,15.096,0.154,0.829,3.052,,,
2002,WSM,-0.095,-0.51,0.007,0,0,0,0,0,0,0,0,0,0,0,0,-0.256,-1.374,14.839,0.161,0.864,3.213,,,
2003,WSM,-0.136,-0.723,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,-0.293,-1.564,14.546,0.158,0.84,3.371,,,
2004,WSM,-0.165,-0.877,-0.029,0,0,0,0,0,0,0,0,0,0,0,0,-0.33,-1.753,14.216,0.165,0.877,3.536,,,
2005,WSM,-0.161,-0.855,0.004,0,0,0,0,0,0,0,0,0,0,0,0,-0.33,-1.748,13.887,0.169,0.893,3.704,,,
2006,WSM,-0.158,-0.832,0.004,0,0,0,0,0,0,0,0,0,0,0,0,-0.33,-1.741,13.557,0.172,0.909,3.877,,,
2007,WSM,-0.187,-0.981,-0.029,0,0,0,0,0,0,0,0,0,0,0,0,-0.366,-1.923,13.19,0.18,0.942,4.056,,,
2008,WSM,-0.205,-1.07,-0.018,0,0,0,0,0,0,0,0,0,0,0,0,-0.366,-1.91,12.824,0.161,0.841,4.217,,,
2009,WSM,-0.161,-0.834,0.044,0,0,0,0,0,0,0,0,0,0,0,0,-0.33,-1.707,12.494,0.169,0.872,4.386,,,
2010,WSM,-0.147,-0.753,0.015,0,0,0,0,0,0,0,0,0,0,0,0,-0.33,-1.694,12.164,0.183,0.941,4.569,,,
2011,WSM,-0.103,-0.522,0.044,0,0,0,0,0,0,0,0,0,0,0,0,-0.293,-1.493,11.871,0.191,0.97,4.76,,,
2012,WSM,-0.106,-0.536,-0.004,0,0,0,0,0,0,0,0,0,0,0,0,-0.293,-1.479,11.578,0.187,0.943,4.946,,,
2013,WSM,-0.062,-0.312,0.044,0,0,0,0,0,0,0,0,0,0,0,0,-0.256,-1.283,11.322,0.194,0.971,5.141,,,
2014,WSM,-0.055,-0.272,0.007,0,0,0,0,0,0,0,0,0,0,0,0,-0.256,-1.271,11.065,0.202,0.999,5.342,,,
2015,WSM,0.007,0.036,0.062,0,0,0,0,0,0,0,0,0,0,0,0,-0.22,-1.08,10.845,0.227,1.116,5.569,,,
2016,WSM,0.018,0.089,0.011,0,0,0,0,0,0,0,0,0,0,0,0,-0.22,-1.069,10.626,0.238,1.159,5.807,,,
2017,WSM,0.026,0.124,0.007,0,0,0,0,0,0,0,0,0,0,0,0,-0.22,-1.059,10.406,0.245,1.182,6.053,,,
2018,WSM,0.055,0.262,0.029,0,0,0,0,0,0,0,0,0,0,0,0,-0.183,-0.874,10.223,0.238,1.136,6.291,,,
2019,WSM,0.088,0.415,0.033,0,0,0,0,0,0,0,0,0,0,0,0,-0.183,-0.864,10.039,0.271,1.279,6.562,,,
2020,WSM,0.103,0.479,0.015,0,0,0,0,0,0,0,0,0,0,0,0,-0.183,-0.852,9.856,0.286,1.331,6.848,,,
2021,WSM,0.111,0.507,0.008,0,0,0,0,0,0,0,0,0,0,0,0,-0.183,-0.837,9.673,0.294,1.344,7.142,,,
2000,STP,0.524,3.645,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0.476,3.314,10.626,0.048,0.331,1.392,,,
2001,STP,0.308,2.104,-0.216,0,0,0,0,0,0,0,0,0,0,0,0,0.256,1.753,10.882,0.051,0.351,1.444,,,
2002,STP,0.498,3.325,0.191,0,0,0,0,0,0,0,0,0,0,0,0,0.44,2.934,11.322,0.059,0.391,1.502,,,
2003,STP,0.176,1.144,-0.322,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.715,11.432,0.066,0.429,1.568,,,
2004,STP,0.11,0.697,-0.066,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.232,11.468,0.073,0.465,1.641,,,
2005,STP,0.114,0.702,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.227,11.505,0.077,0.476,1.718,,,
2006,STP,0.121,0.73,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0.221,11.542,0.084,0.508,1.803,,,
2007,STP,0.084,0.496,-0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.542,0.084,0.496,1.887,,,
2008,STP,0.084,0.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.542,0.084,0.484,1.971,,,
2009,STP,0.055,0.309,-0.029,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.206,11.505,0.092,0.514,2.063,,,
2010,STP,0.209,1.147,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.603,11.615,0.099,0.543,2.162,,,
2011,STP,0.099,0.532,-0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.615,0.099,0.532,2.261,,,
2012,STP,0.081,0.424,-0.018,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.193,11.578,0.117,0.617,2.378,,,
2013,STP,0.084,0.435,0.004,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.189,11.542,0.121,0.624,2.499,,,
2014,STP,0.081,0.408,-0.004,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.186,11.505,0.117,0.594,2.616,,,
2015,STP,0.084,0.419,0.004,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.182,11.468,0.121,0.601,2.737,,,
2016,STP,0.088,0.43,0.004,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.179,11.432,0.125,0.609,2.862,,,
2017,STP,0.092,0.44,0.004,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.176,11.395,0.128,0.616,2.99,,,
2018,STP,0.095,0.451,0.004,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.173,11.358,0.132,0.624,3.122,,,
2019,STP,0.095,0.444,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.171,11.322,0.132,0.615,3.254,,,
2020,STP,0.088,0.401,-0.008,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.168,11.285,0.124,0.569,3.378,,,
2021,STP,0.095,0.427,0.008,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.164,11.248,0.132,0.592,3.51,,,
2000,SAU,297.61,13.812,70.415,8.696,0.404,125.994,0,0,0,1.114,0.052,900.193,88.183,4.092,1450.837,1.246,0.058,138.353,198.371,9.206,3452.38,,,
2001,SAU,297.76,13.482,0.151,9.887,0.448,135.881,0,0,0,0.443,0.02,900.636,81.253,3.679,1532.09,1.172,0.053,139.525,205.004,9.282,3657.384,,,
2002,SAU,327.933,14.495,30.172,11.162,0.493,147.043,0,0,0,0.136,0.006,900.772,94.938,4.196,1627.028,2.235,0.099,141.76,219.463,9.701,3876.847,,,
2003,SAU,327.14,14.131,-0.793,11.545,0.499,158.588,0,0,0,0.231,0.01,901.002,97.902,4.229,1724.93,0.623,0.027,142.383,216.839,9.366,4093.686,,,
2004,SAU,395.244,16.704,68.104,11.722,0.495,170.31,0,0,0,0.425,0.018,901.427,119.244,5.04,1844.173,0.66,0.028,143.043,263.194,11.123,4356.88,,,
2005,SAU,395.818,16.224,0.574,11.527,0.472,181.837,0,0,0,0.385,0.016,901.812,127.254,5.216,1971.428,-0.037,-0.002,143.006,256.689,10.521,4613.568,,,
2006,SAU,431.732,17.009,35.914,12.391,0.488,194.228,0,0,0,0.136,0.005,901.948,135,5.319,2106.428,0.44,0.017,143.446,283.766,11.179,4897.334,,,
2007,SAU,385.774,14.613,-45.957,14.179,0.537,208.407,0,0,0,0.385,0.015,902.332,113.478,4.298,2219.906,-0.733,-0.028,142.713,258.466,9.79,5155.8,,,
2008,SAU,430.394,15.686,44.62,18.37,0.67,226.777,0,0,0,0,0,902.332,125.151,4.561,2345.057,-1.942,-0.071,140.771,288.815,10.526,5444.615,,,
2009,SAU,464.049,16.292,33.654,20.185,0.709,246.962,0,0,0,0,0,902.332,119.593,4.199,2464.65,-1.795,-0.063,138.976,326.067,11.447,5770.682,,,
2010,SAU,516.14,17.549,52.091,20.991,0.714,267.953,0,0,0,0,0,902.332,137.078,4.661,2601.728,-1.576,-0.054,137.4,359.647,12.228,6130.329,,,
2011,SAU,496.01,16.451,-20.13,22.332,0.741,290.285,0,0,0,0,0,902.332,139.617,4.631,2741.344,-1.649,-0.055,135.751,335.71,11.134,6466.039,,,
2012,SAU,565.067,18.333,69.057,25.374,0.823,315.659,0,0,0,3.646,0.118,905.979,151.587,4.918,2892.931,-1.759,-0.057,133.992,386.219,12.531,6852.258,,,
2013,SAU,550.572,17.488,-14.494,28.223,0.896,343.881,0,0,0,3.758,0.119,909.737,153.199,4.866,3046.13,6.009,0.191,140.001,359.383,11.415,7211.641,,,
2014,SAU,616.689,19.196,66.117,29.854,0.929,373.735,0,0,0,3.655,0.114,913.391,224.051,6.974,3270.182,3.847,0.12,143.849,355.282,11.059,7566.923,,,
2015,SAU,680.352,20.774,63.662,29.67,0.906,403.405,0,0,0,4.048,0.124,917.44,230.019,7.024,3500.2,1.502,0.046,145.351,415.113,12.675,7982.036,,,
2016,SAU,644.362,19.283,-35.99,28.879,0.864,432.284,0,0,0,3.884,0.116,921.323,241.863,7.238,3742.063,1.502,0.045,146.853,368.234,11.02,8350.27,,,
2017,SAU,645.251,18.871,0.889,23.998,0.702,456.283,0,0,0,4.352,0.127,925.676,247.626,7.242,3989.688,1.612,0.047,148.465,367.663,10.753,8717.933,,,
2018,SAU,627.987,17.933,-17.264,25.135,0.718,481.418,0,0,0,4.337,0.124,930.013,257.22,7.345,4246.909,1.795,0.051,150.261,339.499,9.695,9057.432,,,
2019,SAU,658.46,18.379,30.473,24.604,0.687,506.021,0,0,0,3.949,0.11,933.962,255.934,7.144,4502.843,1.979,0.055,152.239,371.995,10.383,9429.426,,,
2020,SAU,663.318,18.427,4.858,25.593,0.711,531.614,0,0,0,4.257,0.118,938.218,260.309,7.231,4763.152,2.125,0.059,154.364,371.035,10.307,9800.46,,,
2021,SAU,674.652,18.766,11.334,28.688,0.798,560.302,0,0,0,3.905,0.109,942.124,270.065,7.512,5033.217,2.272,0.063,156.636,369.721,10.284,10170.182,,,
2000,SEN,6.064,0.625,-12.086,0.542,0.056,7.842,0,0,0,0,0,0,0,0,0.385,2.162,0.223,803.222,3.36,0.346,89.115,,,
2001,SEN,2.17,0.218,-3.894,0.62,0.062,8.461,0,0,0,0,0,0,0,0,0.385,-2.088,-0.21,801.134,3.638,0.366,92.754,,,
2002,SEN,-0.509,-0.05,-2.679,0.663,0.065,9.124,0.271,0.027,0.271,0,0,0,0.007,0.001,0.392,-4.946,-0.486,796.187,3.495,0.343,96.249,,,
2003,SEN,3.352,0.321,3.861,0.677,0.065,9.801,0.282,0.027,0.553,0,0,0,0.022,0.002,0.414,-1.576,-0.151,794.612,3.947,0.378,100.196,,,
2004,SEN,10.698,1,7.346,0.951,0.089,10.752,0.37,0.035,0.923,0,0,0,0.026,0.002,0.44,5.459,0.51,800.071,3.891,0.364,104.087,,,
2005,SEN,0.373,0.034,-10.325,1.04,0.095,11.792,0.37,0.034,1.293,0,0,0,0.026,0.002,0.465,-5.166,-0.471,794.905,4.104,0.374,108.191,,,
2006,SEN,0.868,0.077,0.496,1.132,0.101,12.924,0.447,0.04,1.74,0,0,0,0.022,0.002,0.487,-3.554,-0.316,791.351,2.821,0.25,111.012,,,
2007,SEN,44.837,3.877,43.968,1.221,0.106,14.145,0.707,0.061,2.447,0,0,0,0.022,0.002,0.509,39.974,3.457,831.325,2.913,0.252,113.925,,,
2008,SEN,36.58,3.081,-8.256,1.186,0.1,15.331,0.597,0.05,3.045,0,0,0,0.022,0.002,0.531,31.84,2.682,863.165,2.935,0.247,116.86,,,
2009,SEN,22.295,1.828,-14.285,1.279,0.105,16.609,0.74,0.061,3.785,0,0,0,0.033,0.003,0.564,17.038,1.397,880.203,3.206,0.263,120.066,,,
2010,SEN,6.24,0.498,-16.056,1.568,0.125,18.177,0.674,0.054,4.459,0,0,0,0.048,0.004,0.612,-0.623,-0.05,879.58,4.573,0.365,124.639,,,
2011,SEN,4.375,0.34,-1.865,1.789,0.139,19.966,0.942,0.073,5.401,0,0,0,0.037,0.003,0.649,-3.444,-0.267,876.136,5.051,0.392,129.69,,,
2012,SEN,1.17,0.088,-3.205,1.793,0.135,21.759,0.817,0.062,6.218,0,0,0,0.055,0.004,0.704,-6.192,-0.468,869.943,4.697,0.355,134.387,,,
2013,SEN,2.247,0.165,1.077,2.021,0.149,23.78,0.814,0.06,7.032,0,0,0,0.084,0.006,0.788,-5.606,-0.412,864.338,4.934,0.363,139.321,,,
2014,SEN,3.485,0.249,1.238,1.898,0.136,25.678,1.099,0.079,8.131,0,0,0,0.073,0.005,0.861,-5.24,-0.375,859.098,5.654,0.405,144.975,,,
2015,SEN,5.632,0.392,2.147,1.788,0.125,27.466,1.15,0.08,9.282,0,0,0,0.048,0.003,0.909,-4.214,-0.294,854.884,6.859,0.478,151.834,,,
2016,SEN,6.315,0.428,0.683,1.995,0.135,29.461,1.205,0.082,10.487,0,0,0,0.044,0.003,0.953,-3.701,-0.251,851.184,6.771,0.459,158.605,,,
2017,SEN,6.913,0.456,0.598,2.014,0.133,31.475,1.44,0.095,11.927,0.011,0.001,0.011,0.037,0.002,0.989,-3.847,-0.254,847.337,7.258,0.479,165.863,,,
2018,SEN,7.483,0.48,0.57,2.097,0.135,33.572,2.261,0.145,14.188,0,0,0.011,0.022,0.001,1.011,-3.847,-0.247,843.489,6.951,0.446,172.814,,,
2019,SEN,8.988,0.562,1.504,2.674,0.167,36.246,2.088,0.13,16.275,0,0,0.011,0.029,0.002,1.041,-3.774,-0.236,839.716,7.971,0.498,180.784,,,
2020,SEN,9.043,0.55,0.056,2.674,0.163,38.92,1.894,0.115,18.17,0,0,0.011,0.031,0.002,1.072,-3.701,-0.225,836.015,8.145,0.496,188.929,,,
2021,SEN,10.007,0.593,0.964,2.674,0.158,41.593,2.19,0.13,20.36,0,0,0.011,0.034,0.002,1.106,-3.591,-0.213,832.424,8.7,0.516,197.629,,,
2000,SRB,32.236,4.063,9.929,1.046,0.132,51.032,35.53,4.478,1382,0,0,0.94,3.499,0.441,106.752,-12.714,-1.602,1589.59,4.875,0.614,257.545,,,
2001,SRB,36.63,4.626,4.394,1.209,0.153,52.241,35.7,4.509,1417.7,0,0,0.94,3.954,0.499,110.706,-12.677,-1.601,1576.912,8.445,1.067,265.99,,,
2002,SRB,40.322,5.101,3.691,1.211,0.153,53.452,37.381,4.729,1455.08,0,0,0.94,3.978,0.503,114.683,-11.908,-1.507,1565.004,9.661,1.222,275.651,,,
2003,SRB,44.868,5.689,4.546,1.059,0.134,54.511,39.849,5.052,1494.929,0,0,0.94,4.162,0.528,118.845,-10.955,-1.389,1554.049,10.754,1.363,286.405,,,
2004,SRB,51.153,6.505,6.285,1.157,0.147,55.669,41.321,5.255,1536.25,0,0,0.94,5.285,0.672,124.13,-9.013,-1.146,1545.036,12.404,1.577,298.809,,,
2005,SRB,35.549,4.54,-15.604,1.188,0.152,56.856,31.899,4.073,1568.148,0,0,0.94,4.456,0.569,128.586,-16.085,-2.054,1528.951,14.091,1.799,312.9,,,
2006,SRB,44.57,5.718,9.021,1.324,0.17,58.18,40.066,5.14,1608.214,0,0,0.94,4.558,0.585,133.144,-16.268,-2.087,1512.682,14.89,1.91,327.79,,,
2007,SRB,44.129,5.688,-0.441,1.366,0.176,59.547,39.989,5.154,1648.203,0,0,0.94,4.602,0.593,137.746,-15.425,-1.988,1497.257,13.597,1.753,341.388,,,
2008,SRB,36.499,4.726,-7.63,1.435,0.186,60.982,35.49,4.595,1683.693,0,0,0.94,4.58,0.593,142.326,-15.279,-1.978,1481.978,10.274,1.33,351.661,,,
2009,SRB,31.276,4.068,-5.224,1.081,0.141,62.062,31.47,4.093,1715.163,0,0,0.94,3.191,0.415,145.518,-14.619,-1.902,1467.359,10.153,1.321,361.814,,,
2010,SRB,32.726,4.276,1.45,1.051,0.137,63.113,30.819,4.027,1745.982,0,0,0.94,4.243,0.554,149.76,-12.971,-1.695,1454.388,9.584,1.252,371.399,,,
2011,SRB,35.547,4.664,2.821,1.032,0.135,64.145,34.277,4.498,1780.258,0,0,0.94,4.353,0.571,154.113,-13.41,-1.76,1440.978,9.296,1.22,380.694,,,
2012,SRB,30.151,3.972,-5.396,0.878,0.116,65.022,30.114,3.967,1810.373,0.02,0.003,0.96,3.84,0.506,157.953,-13.593,-1.791,1427.384,8.893,1.171,389.587,,,
2013,SRB,31.672,4.186,1.521,0.772,0.102,65.795,31.287,4.135,1841.66,0.023,0.003,0.983,4.272,0.565,162.225,-12.897,-1.704,1414.487,8.215,1.086,397.801,,,
2014,SRB,24.421,3.237,-7.251,0.666,0.088,66.461,24.626,3.264,1866.286,0.019,0.002,1.002,3.682,0.488,165.907,-12.787,-1.695,1401.7,8.215,1.089,406.016,,,
2015,SRB,31.503,4.19,7.082,0.687,0.091,67.148,30.569,4.065,1896.854,0.028,0.004,1.03,4.005,0.533,169.912,-12.274,-1.632,1389.425,8.489,1.129,414.506,,,
2016,SRB,32.912,4.392,1.409,0.748,0.1,67.895,31.067,4.146,1927.921,0.009,0.001,1.039,4.327,0.577,174.239,-12.128,-1.618,1377.298,8.889,1.186,423.394,,,
2017,SRB,33.622,4.504,0.71,0.792,0.106,68.688,31.022,4.156,1958.943,0,0,1.039,4.844,0.649,179.083,-11.908,-1.595,1365.39,8.871,1.188,432.266,,,
2018,SRB,32.742,4.404,-0.879,0.869,0.117,69.556,29.605,3.982,1988.548,0,0,1.039,4.88,0.657,183.964,-11.578,-1.558,1353.811,8.966,1.206,441.231,,,
2019,SRB,33.059,4.467,0.317,0.959,0.13,70.516,29.601,4,2018.15,0,0,1.039,4.562,0.616,188.526,-11.285,-1.525,1342.526,9.222,1.246,450.454,,,
