year,country_iso_code,co2_including_luc,co2_including_luc_per_capita,co2_including_luc_growth_abs,cement_co2,cement_co2_per_capita,cumulative_cement_co2,coal_co2,coal_co2_per_capita,cumulative_coal_co2,flaring_co2,flaring_co2_per_capita,cumulative_flaring_co2,gas_co2,gas_co2_per_capita,cumulative_gas_co2,land_use_change_co2,land_use_change_co2_per_capita,cumulative_luc_co2,oil_co2,oil_co2_per_capita,cumulative_oil_co2,other_industry_co2,other_co2_per_capita,cumulative_other_co2
2020,NAM,8.379,3.366,0.681,0.52,0.209,3.466,0.046,0.019,2.234,0,0,0,0,0,0,4.433,1.781,288.137,3.379,1.358,69.246,,,
2021,NAM,9.474,3.745,1.096,0.52,0.206,3.986,0.049,0.019,2.283,0,0,0,0,0,0,5.459,2.158,293.596,3.446,1.362,72.693,,,
2000,NRU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.084,8.103,3.778,,,
2001,NRU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.081,7.762,3.858,,,
2002,NRU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.077,7.416,3.935,,,
2003,NRU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.066,6.363,4.001,,,
2004,NRU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.066,6.368,4.067,,,
2005,NRU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.062,6.026,4.129,,,
2006,NRU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.044,4.261,4.173,,,
2007,NRU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.044,4.273,4.217,,,
2008,NRU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.044,4.282,4.261,,,
2009,NRU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.04,3.93,4.302,,,
2010,NRU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.044,4.285,4.346,,,
2011,NRU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.04,3.912,4.386,,,
2012,NRU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.044,4.202,4.43,,,
2013,NRU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.048,4.444,4.477,,,
2014,NRU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.051,4.678,4.529,,,
2015,NRU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.055,4.904,4.584,,,
2016,NRU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.051,4.475,4.635,,,
2017,NRU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.055,4.694,4.69,,,
2018,NRU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.055,4.6,4.745,,,
2019,NRU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.055,4.521,4.8,,,
2020,NRU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.058,4.701,4.858,,,
2021,NRU,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.06,4.756,4.917,,,
2000,NPL,20.112,0.819,5.123,0.121,0.005,1.594,0.978,0.04,9.174,0,0,0,0,0,0,17.074,0.695,1909.384,1.938,0.079,23.234,,,
2001,NPL,20.53,0.823,0.418,0.114,0.005,1.708,1.118,0.045,10.291,0,0,0,0,0,0,17.294,0.693,1926.678,2.004,0.08,25.238,,,
2002,NPL,20.916,0.826,0.386,0.116,0.005,1.824,0.52,0.021,10.811,0,0,0,0,0,0,18.32,0.723,1944.998,1.96,0.077,27.199,,,
2003,NPL,23.475,0.914,2.559,0.117,0.005,1.941,0.663,0.026,11.475,0,0,0,0,0,0,20.665,0.805,1965.663,2.03,0.079,29.228,,,
2004,NPL,22.331,0.859,-1.144,0.113,0.004,2.054,0.586,0.023,12.061,0,0,0,0,0,0,19.749,0.759,1985.412,1.883,0.072,31.112,,,
2005,NPL,23.102,0.879,0.771,0.114,0.004,2.168,0.939,0.036,13,0,0,0,0,0,0,20.115,0.765,2005.527,1.933,0.074,33.045,,,
2006,NPL,20.996,0.792,-2.106,0.115,0.004,2.284,0.59,0.022,13.59,0,0,0,0,0,0,18.54,0.699,2024.067,1.751,0.066,34.796,,,
2007,NPL,20.854,0.781,-0.143,0.115,0.004,2.399,0.747,0.028,14.337,0,0,0,0,0,0,18.283,0.684,2042.35,1.707,0.064,36.504,,,
2008,NPL,21.782,0.81,0.928,0.113,0.004,2.512,0.747,0.028,15.084,0,0,0,0,0,0,18.43,0.686,2060.78,2.492,0.093,38.996,,,
2009,NPL,21.167,0.783,-0.615,0.458,0.017,2.97,0.703,0.026,15.787,0,0,0,0,0,0,17.038,0.63,2077.818,2.968,0.11,41.964,,,
2010,NPL,21.642,0.797,0.475,0.519,0.019,3.489,1.103,0.041,16.89,0,0,0,0,0,0,16.818,0.619,2094.635,3.202,0.118,45.167,,,
2011,NPL,18.924,0.694,-2.718,0.794,0.029,4.283,1.114,0.041,18.004,0,0,0,0,0,0,13.703,0.503,2108.339,3.312,0.121,48.479,,,
2012,NPL,17.085,0.625,-1.839,1.026,0.038,5.309,0.832,0.03,18.836,0,0,0,0,0,0,11.615,0.425,2119.954,3.613,0.132,52.091,,,
2013,NPL,14.205,0.519,-2.88,1.143,0.042,6.452,1.041,0.038,19.876,0,0,0,0,0,0,7.988,0.292,2127.941,4.034,0.147,56.126,,,
2014,NPL,19.792,0.721,5.587,1.183,0.043,7.635,1.836,0.067,21.712,0,0,0,0,0,0,12.201,0.444,2140.143,4.573,0.167,60.698,,,
2015,NPL,18.849,0.683,-0.943,1.492,0.054,9.127,2.201,0.08,23.913,0,0,0,0,0,0,11.945,0.433,2152.087,3.212,0.116,63.91,,,
2016,NPL,23.391,0.84,4.542,1.908,0.068,11.035,2.615,0.094,26.528,0,0,0,0,0,0,13.63,0.489,2165.717,5.238,0.188,69.147,,,
2017,NPL,26.45,0.938,3.059,2.29,0.081,13.325,2.997,0.106,29.525,0,0,0,0,0,0,14.803,0.525,2180.52,6.361,0.226,75.508,,,
2018,NPL,30.002,1.052,3.552,3.435,0.12,16.76,4.338,0.152,33.864,0,0,0,0,0,0,15.169,0.532,2195.689,7.061,0.248,82.569,,,
2019,NPL,28.707,0.996,-1.295,3.763,0.131,20.522,3.426,0.119,37.289,0,0,0,0,0,0,15.279,0.53,2210.968,6.24,0.216,88.808,,,
2020,NPL,29.223,0.996,0.516,3.763,0.128,24.285,3.596,0.123,40.886,0,0,0,0,0,0,15.279,0.521,2226.246,6.586,0.224,95.394,,,
2021,NPL,29.269,0.974,0.045,3.763,0.125,28.048,3.643,0.121,44.528,0,0,0,0,0,0,15.096,0.503,2241.342,6.768,0.225,102.162,,,
2000,NLD,171.888,10.811,0.561,0.469,0.029,49.976,30.687,1.93,3198.545,0.351,0.022,8.163,80.977,5.093,2325.408,0.806,0.051,582.063,57.506,3.617,2788.411,1.093,0.069,13.156
2001,NLD,178.369,11.161,6.481,0.478,0.03,50.454,32.697,2.046,3231.242,0.254,0.016,8.418,83.049,5.197,2408.458,2.162,0.135,584.225,58.554,3.664,2846.965,1.175,0.074,14.331
2002,NLD,176.447,10.989,-1.922,0.489,0.03,50.943,32.95,2.052,3264.192,1.202,0.075,9.62,82.164,5.117,2490.621,0.879,0.055,585.104,57.659,3.591,2904.624,1.104,0.069,15.435
2003,NLD,187.616,11.633,11.169,0.434,0.027,51.377,34.033,2.11,3298.225,1.127,0.07,10.746,82.768,5.132,2573.389,8.61,0.534,593.715,59.533,3.691,2964.157,1.111,0.069,16.546
2004,NLD,186.937,11.542,-0.678,0.446,0.028,51.823,33.536,2.071,3331.761,1.08,0.067,11.827,85.12,5.256,2658.509,6.046,0.373,599.76,59.592,3.679,3023.749,1.118,0.069,17.664
2005,NLD,182.78,11.24,-4.158,0.421,0.026,52.243,32.289,1.986,3364.05,1.161,0.071,12.988,82.549,5.076,2741.058,5.862,0.361,605.623,59.333,3.649,3083.082,1.164,0.072,18.828
2006,NLD,176.929,10.837,-5.851,0.4,0.024,52.643,30.715,1.881,3394.765,1.147,0.07,14.135,80.003,4.9,2821.061,4.836,0.296,610.459,58.684,3.595,3141.766,1.143,0.07,19.971
2007,NLD,176.967,10.796,0.038,0.403,0.025,53.046,33.033,2.015,3427.798,1.211,0.074,15.346,77.471,4.726,2898.531,5.093,0.311,615.552,58.61,3.576,3200.376,1.146,0.07,21.117
2008,NLD,178.993,10.874,2.026,0.399,0.024,53.445,32.019,1.945,3459.817,1,0.061,16.346,81.202,4.933,2979.733,4.14,0.252,619.692,59.062,3.588,3259.438,1.171,0.071,22.288
2009,NLD,173.083,10.467,-5.91,0.416,0.025,53.862,29.413,1.779,3489.23,1.127,0.068,17.473,81.739,4.943,3061.472,3.554,0.215,623.246,55.785,3.374,3315.223,1.05,0.063,23.338
2010,NLD,184.092,11.078,11.008,0.348,0.021,54.21,30.422,1.831,3519.652,1.134,0.068,18.607,91.539,5.509,3153.012,2.565,0.154,625.811,56.975,3.429,3372.198,1.108,0.067,24.446
2011,NLD,170.275,10.195,-13.817,0.351,0.021,54.561,29.622,1.774,3549.274,0.977,0.058,19.584,79.728,4.774,3232.74,2.015,0.121,627.826,56.388,3.376,3428.586,1.194,0.071,25.64
2012,NLD,168.17,10.019,-2.105,0.308,0.018,54.869,31.877,1.899,3581.151,0.864,0.051,20.448,76.115,4.535,3308.855,3.481,0.207,631.307,54.299,3.235,3482.885,1.226,0.073,26.866
2013,NLD,167.422,9.926,-0.747,0.274,0.016,55.143,32.444,1.923,3613.594,1.137,0.067,21.585,76.947,4.562,3385.802,2.748,0.163,634.055,52.668,3.123,3535.553,1.204,0.071,28.07
2014,NLD,160.257,9.452,-7.165,0.282,0.017,55.425,35.797,2.111,3649.391,1.092,0.064,22.677,67.011,3.953,3452.813,2.601,0.153,636.657,52.199,3.079,3587.752,1.274,0.075,29.345
2015,NLD,166.378,9.763,6.121,0.249,0.015,55.675,43.546,2.555,3692.937,1.037,0.061,23.714,66.148,3.882,3518.961,2.235,0.131,638.892,51.889,3.045,3639.641,1.273,0.075,30.618
2016,NLD,167.244,9.766,0.866,0.239,0.014,55.914,40.068,2.34,3733.005,1.104,0.064,24.817,68.948,4.026,3587.91,2.382,0.139,641.273,53.201,3.107,3692.842,1.303,0.076,31.921
2017,NLD,164.656,9.569,-2.588,0.298,0.017,56.211,36.032,2.094,3769.037,1.118,0.065,25.935,70.73,4.11,3658.64,2.162,0.126,643.435,52.933,3.076,3745.775,1.383,0.08,33.304
2018,NLD,160.716,9.297,-3.939,0.22,0.013,56.432,32.533,1.882,3801.57,1.101,0.064,27.037,69.857,4.041,3728.496,2.088,0.121,645.523,53.61,3.101,3799.385,1.307,0.076,34.611
2019,NLD,155.085,8.932,-5.632,0.006,0,56.438,25.308,1.458,3826.877,1.062,0.061,28.099,72.474,4.174,3800.97,2.052,0.118,647.575,53,3.052,3852.385,1.183,0.068,35.793
2020,NLD,139.901,8.024,-15.183,0,0,56.438,16.995,0.975,3843.872,0.931,0.053,29.03,70.667,4.053,3871.637,2.052,0.118,649.627,48.156,2.762,3900.54,1.101,0.063,36.894
2021,NLD,143.097,8.176,3.196,0.006,0,56.445,23.001,1.314,3866.873,0.925,0.053,29.955,68.083,3.89,3939.72,2.052,0.117,651.679,47.937,2.739,3948.477,1.093,0.062,37.987
2000,ANT,,,,,,,,,,,,,,,,0,,5.716,,,,,,
2001,ANT,,,,,,,,,,,,,,,,0,,5.716,,,,,,
2002,ANT,,,,,,,,,,,,,,,,0.037,,5.752,,,,,,
2003,ANT,,,,,,,,,,,,,,,,0.037,,5.789,,,,,,
2004,ANT,,,,,,,,,,,,,,,,0.037,,5.826,,,,,,
2005,ANT,,,,,,,,,,,,,,,,0.037,,5.862,,,,,,
2006,ANT,,,,,,,,,,,,,,,,0.037,,5.899,,,,,,
2007,ANT,,,,,,,,,,,,,,,,0.037,,5.936,,,,,,
2008,ANT,,,,,,,,,,,,,,,,0.037,,5.972,,,,,,
2009,ANT,,,,,,,,,,,,,,,,0.037,,6.009,,,,,,
2010,ANT,,,,,,,,,,,,,,,,0.037,,6.046,,,,,,
2011,ANT,,,,,,,,,,,,,,,,0.037,,6.082,,,,,,
2012,ANT,,,,,,,,,,,,,,,,0.037,,6.119,,,,,,
2013,ANT,,,,,,,,,,,,,,,,0.037,,6.156,,,,,,
2014,ANT,,,,,,,,,,,,,,,,0.037,,6.192,,,,,,
2015,ANT,,,,,,,,,,,,,,,,0.037,,6.229,,,,,,
2016,ANT,,,,,,,,,,,,,,,,0.037,,6.265,,,,,,
2017,ANT,,,,,,,,,,,,,,,,0.037,,6.302,,,,,,
2018,ANT,,,,,,,,,,,,,,,,0.037,,6.339,,,,,,
2019,ANT,,,,,,,,,,,,,,,,0.037,,6.375,,,,,,
2020,ANT,,,,,,,,,,,,,,,,0.037,,6.412,,,,,,
2021,ANT,,,,,,,,,,,,,,,,0.037,,6.449,,,,,,
2000,NCL,3.027,13.661,0.495,0.04,0.182,0.77,0.651,2.939,24.908,0,0,0,0,0,0,0.806,3.638,54.887,1.529,6.902,49.559,,,
2001,NCL,2.39,10.574,-0.637,0.037,0.165,0.807,0.663,2.934,25.571,0,0,0,0,0,0,0.513,2.27,55.4,1.176,5.204,50.735,,,
2002,NCL,2.649,11.496,0.259,0.04,0.173,0.847,0.707,3.069,26.279,0,0,0,0,0,0,0.256,1.113,55.656,1.645,7.14,52.38,,,
2003,NCL,2.872,12.238,0.223,0.04,0.17,0.887,0.802,3.419,27.081,0,0,0,0,0,0,0.147,0.624,55.803,1.883,8.025,54.264,,,
2004,NCL,2.515,10.538,-0.357,0.045,0.19,0.932,0.719,3.013,27.8,0,0,0,0,0,0,0,0,55.803,1.75,7.334,56.014,,,
2005,NCL,2.736,11.301,0.222,0.047,0.194,0.979,0.667,2.754,28.467,0,0,0,0,0,0,-0.073,-0.303,55.729,2.096,8.655,58.11,,,
2006,NCL,2.56,10.422,-0.176,0.047,0.19,1.026,0.725,2.953,29.192,0,0,0,0,0,0,-0.147,-0.597,55.583,1.935,7.875,60.044,,,
2007,NCL,2.707,10.855,0.147,0.047,0.188,1.073,0.627,2.512,29.819,0,0,0,0,0,0,-0.22,-0.882,55.363,2.253,9.036,62.298,,,
2008,NCL,2.628,10.384,-0.079,0.052,0.207,1.125,0.64,2.53,30.459,0,0,0,0,0,0,-0.22,-0.869,55.143,2.155,8.516,64.453,,,
2009,NCL,2.603,10.128,-0.025,0.053,0.205,1.178,0.725,2.819,31.184,0,0,0,0,0,0,-0.33,-1.283,54.813,2.155,8.387,66.608,,,
2010,NCL,3.154,12.062,0.551,0.061,0.234,1.239,1.208,4.62,32.392,0,0,0,0,0,0,-0.403,-1.542,54.41,2.288,8.75,68.896,,,
2011,NCL,3.063,11.503,-0.09,0.055,0.207,1.294,1.161,4.361,33.553,0,0,0,0,0,0,-0.476,-1.789,53.934,2.323,8.723,71.219,,,
2012,NCL,3.271,12.058,0.208,0.047,0.174,1.341,1.253,4.619,34.806,0,0,0,0,0,0,-0.366,-1.35,53.568,2.338,8.616,73.557,,,
2013,NCL,3.629,13.129,0.357,0.045,0.165,1.387,1.231,4.454,36.037,0,0,0,0,0,0,-0.22,-0.795,53.348,2.572,9.306,76.129,,,
2014,NCL,4.544,16.18,0.915,0.04,0.144,1.427,1.788,6.368,37.826,0,0,0,0,0,0,-0.33,-1.174,53.018,3.045,10.843,79.174,,,
2015,NCL,4.407,15.569,-0.137,0.043,0.151,1.47,1.878,6.636,39.704,0,0,0,0,0,0,-0.33,-1.165,52.688,2.815,9.947,81.989,,,
2016,NCL,4.985,17.57,0.579,0.043,0.151,1.512,2.426,8.548,42.129,0,0,0,0,0,0,-0.33,-1.162,52.359,2.847,10.033,84.836,,,
2017,NCL,5.052,17.766,0.067,0.04,0.14,1.552,2.741,9.638,44.87,0,0,0,0,0,0,-0.293,-1.031,52.065,2.565,9.02,87.401,,,
2018,NCL,5.053,17.735,0,0.033,0.115,1.585,2.497,8.765,47.367,0,0,0,0,0,0,-0.293,-1.029,51.772,2.816,9.884,90.216,,,
2019,NCL,4.862,17.038,-0.19,0.029,0.103,1.614,2.484,8.705,49.851,0,0,0,0,0,0,-0.256,-0.899,51.516,2.605,9.129,92.822,,,
2020,NCL,5.13,17.912,0.268,0.029,0.103,1.644,2.608,9.105,52.459,0,0,0,0,0,0,-0.256,-0.895,51.259,2.749,9.6,95.571,,,
2021,NCL,5.24,18.206,0.11,0.029,0.102,1.673,2.641,9.177,55.1,0,0,0,0,0,0,-0.256,-0.891,51.003,2.826,9.817,98.397,,,
2000,NZL,41.736,10.826,4.078,0.531,0.138,22.697,4.409,1.144,500.472,0.593,0.154,7.945,9.489,2.461,160.263,9.49,2.462,3241.431,16.473,4.273,472.517,0.751,0.195,6.292
2001,NZL,6.972,1.793,-34.763,0.535,0.137,23.232,5.412,1.391,505.883,0.613,0.158,8.557,10.444,2.685,170.707,-27.407,-7.046,3214.024,16.589,4.265,489.107,0.787,0.202,7.079
2002,NZL,9.151,2.317,2.178,0.551,0.14,23.783,5.421,1.373,511.304,0.587,0.149,9.144,9.86,2.497,180.567,-25.392,-6.431,3188.633,17.322,4.387,506.429,0.801,0.203,7.88
2003,NZL,15.21,3.784,6.059,0.534,0.133,24.317,7.74,1.925,519.043,0.611,0.152,9.756,8.522,2.12,189.09,-21.031,-5.232,3167.601,18.102,4.503,524.531,0.732,0.182,8.612
2004,NZL,15.574,3.816,0.364,0.488,0.119,24.805,8.013,1.963,527.056,0.863,0.212,10.619,7.255,1.778,196.345,-20.262,-4.964,3147.339,18.484,4.529,543.015,0.733,0.18,9.345
2005,NZL,16.576,4.011,1.002,0.577,0.14,25.381,8.919,2.158,535.975,0.909,0.22,11.528,7.566,1.831,203.911,-20.848,-5.045,3126.491,18.664,4.516,561.679,0.789,0.191,10.134
2006,NZL,21.685,5.188,5.109,0.545,0.13,25.926,8.796,2.104,544.771,0.959,0.229,12.487,7.552,1.807,211.462,-15.645,-3.743,3110.846,18.795,4.496,580.474,0.684,0.164,10.819
2007,NZL,21.462,5.084,-0.223,0.687,0.163,26.613,6.726,1.593,551.497,1.021,0.242,13.508,8.259,1.957,219.722,-14.949,-3.541,3095.897,19.001,4.501,599.475,0.716,0.17,11.535
2008,NZL,26.957,6.328,5.495,0.639,0.15,27.252,8.284,1.945,559.781,1.242,0.292,14.751,7.811,1.833,227.533,-10.552,-2.477,3085.344,18.86,4.427,618.334,0.673,0.158,12.208
2009,NZL,24.105,5.602,-2.852,0.586,0.136,27.838,6.316,1.468,566.098,1.367,0.318,16.117,7.458,1.733,234.99,-10.516,-2.444,3074.829,18.133,4.214,636.468,0.76,0.177,12.968
2010,NZL,25.468,5.86,1.363,0.557,0.128,28.396,5.458,1.256,571.556,1.506,0.346,17.623,8.382,1.929,243.373,-9.343,-2.15,3065.486,18.21,4.19,654.678,0.697,0.16,13.665
2011,NZL,27.561,6.291,2.093,0.529,0.121,28.924,5.534,1.263,577.09,1.46,0.333,19.083,7.626,1.741,250.999,-6.705,-1.53,3058.781,18.407,4.201,673.085,0.71,0.162,14.375
2012,NZL,31.585,7.162,4.024,0.569,0.129,29.493,6.853,1.554,583.942,1.279,0.29,20.362,8.343,1.892,259.342,-4.36,-0.989,3054.42,18.154,4.116,691.239,0.748,0.17,15.124
2013,NZL,33.592,7.548,2.007,0.586,0.132,30.079,6.013,1.351,589.955,1.093,0.245,21.455,8.373,1.881,267.714,-1.649,-0.37,3052.771,18.541,4.166,709.78,0.635,0.143,15.759
2014,NZL,34.669,7.68,1.077,0.619,0.137,30.699,5.442,1.206,595.398,1.224,0.271,22.679,8.602,1.905,276.316,-0.769,-0.17,3052.002,18.851,4.176,728.631,0.701,0.155,16.46
2015,NZL,33.761,7.354,-0.908,0.621,0.135,31.319,5.47,1.191,600.867,1.348,0.294,24.027,8.305,1.809,284.621,-2.052,-0.447,3049.95,19.371,4.22,748.001,0.699,0.152,17.159
2016,NZL,33.347,7.144,-0.415,0.486,0.104,31.806,4.465,0.957,605.332,1.152,0.247,25.179,7.894,1.691,292.515,-0.806,-0.173,3049.144,19.489,4.175,767.491,0.666,0.143,17.825
2017,NZL,36.164,7.62,2.818,0.444,0.094,32.25,4.669,0.984,610.001,1.089,0.229,26.268,8.518,1.795,301.033,0.476,0.1,3049.62,20.362,4.29,787.852,0.607,0.128,18.431
2018,NZL,37.61,7.773,1.445,0.418,0.086,32.668,5.249,1.085,615.251,0.992,0.205,27.26,7.899,1.632,308.931,1.905,0.394,3051.526,20.534,4.244,808.386,0.612,0.127,19.044
2019,NZL,39.576,7.981,1.966,0.411,0.083,33.079,5.986,1.207,621.237,0.913,0.184,28.173,8.24,1.662,317.172,2.455,0.495,3053.981,20.912,4.217,829.298,0.659,0.133,19.703
2020,NZL,37.571,7.423,-2.005,0.379,0.075,33.458,5.756,1.137,626.992,0.781,0.154,28.954,7.847,1.55,325.019,3.114,0.615,3057.095,19.124,3.779,848.422,0.57,0.113,20.273
2021,NZL,37.161,7.244,-0.41,0.379,0.074,33.837,6.752,1.316,633.744,0.781,0.152,29.735,6.658,1.298,331.676,3.371,0.657,3060.466,18.65,3.636,867.072,0.57,0.111,20.844
2000,NIC,82.351,16.074,-6.618,0.226,0.044,3.446,0,0,0,0,0,0,0,0,0,78.629,15.348,3652.385,3.495,0.682,79.74,,,
2001,NIC,82.588,15.904,0.237,0.217,0.042,3.663,0,0,0,0,0,0,0,0,0,78.666,15.149,3731.051,3.704,0.713,83.444,,,
2002,NIC,75.218,14.303,-7.37,0.231,0.044,3.894,0,0,0,0,0,0,0,0,0,71.228,13.544,3802.279,3.759,0.715,87.203,,,
2003,NIC,62.739,11.786,-12.479,0.371,0.07,4.265,0,0,0,0,0,0,0,0,0,58.404,10.972,3860.684,3.964,0.745,91.168,,,
2004,NIC,55.71,10.343,-7.029,0.216,0.04,4.48,0,0,0,0,0,0,0,0,0,51.333,9.53,3912.016,4.162,0.773,95.33,,,
2005,NIC,36.587,6.707,-19.124,0.218,0.04,4.698,0,0,0,0,0,0,0,0,0,32.316,5.925,3944.333,4.052,0.743,99.382,,,
2006,NIC,32.997,5.967,-3.589,0.215,0.039,4.913,0,0,0,0,0,0,0,0,0,28.579,5.168,3972.912,4.203,0.76,103.585,,,
2007,NIC,22.541,4.02,-10.456,0.213,0.038,5.126,0,0,0,0,0,0,0,0,0,17.99,3.208,3990.902,4.338,0.774,107.923,,,
2008,NIC,15.907,2.797,-6.634,0.211,0.037,5.336,0,0,0,0,0,0,0,0,0,11.542,2.029,4002.444,4.155,0.731,112.078,,,
2009,NIC,13.165,2.281,-2.742,0.21,0.036,5.546,0,0,0,0,0,0,0,0,0,8.72,1.511,4011.164,4.236,0.734,116.314,,,
2010,NIC,12.748,2.177,-0.417,0.236,0.04,5.782,0,0,0,0,0,0,0,0,0,8.281,1.414,4019.445,4.232,0.723,120.546,,,
2011,NIC,14.662,2.467,1.914,0.274,0.046,6.055,0,0,0,0,0,0,0,0,0,9.856,1.659,4029.301,4.532,0.763,125.078,,,
2012,NIC,10.852,1.799,-3.81,0.241,0.04,6.296,0,0,0,0,0,0,0,0,0,6.302,1.045,4035.603,4.309,0.714,129.387,,,
2013,NIC,9.698,1.585,-1.153,0.253,0.041,6.549,0,0,0,0,0,0,0,0,0,5.093,0.832,4040.696,4.353,0.711,133.74,,,
2014,NIC,8.959,1.443,-0.74,0.271,0.044,6.82,0,0,0,0,0,0,0,0,0,4.214,0.679,4044.909,4.474,0.721,138.213,,,
2015,NIC,14.188,2.253,5.229,0.287,0.046,7.107,0,0,0,0,0,0,0,0,0,8.757,1.39,4053.666,5.144,0.817,143.357,,,
2016,NIC,14.823,2.32,0.635,0.302,0.047,7.41,0,0,0,0,0,0,0,0,0,9.416,1.474,4063.083,5.104,0.799,148.461,,,
2017,NIC,12.826,1.979,-1.997,0.302,0.047,7.712,0,0,0,0,0,0,0,0,0,7.365,1.136,4070.448,5.159,0.796,153.62,,,
2018,NIC,11.794,1.795,-1.032,0.264,0.04,7.976,0,0,0,0,0,0,0,0,0,6.595,1.003,4077.043,4.936,0.751,158.556,,,
2019,NIC,12.218,1.833,0.423,0.233,0.035,8.208,0,0,0,0,0,0,0,0,0,6.998,1.05,4084.041,4.987,0.748,163.542,,,
2020,NIC,10.786,1.596,-1.432,0.233,0.034,8.441,0,0,0,0,0,0,0,0,0,6.229,0.922,4090.27,4.324,0.64,167.867,,,
2021,NIC,10.886,1.589,0.1,0.233,0.034,8.673,0,0,0,0,0,0,0,0,0,5.826,0.85,4096.096,4.827,0.705,172.694,,,
2000,NER,9.084,0.782,-3.066,0.016,0.001,0.5,0.228,0.02,5.603,0,0,0,0,0,0,8.391,0.722,1264.373,0.449,0.039,13.908,,,
2001,NER,7.981,0.663,-1.104,0.019,0.002,0.519,0.234,0.019,5.838,0,0,0,0,0,0,7.328,0.609,1271.701,0.399,0.033,14.307,,,
2002,NER,10.808,0.868,2.828,0.022,0.002,0.541,0.265,0.021,6.103,0,0,0,0,0,0,10.113,0.812,1281.814,0.409,0.033,14.716,,,
2003,NER,9.914,0.769,-0.894,0.022,0.002,0.562,0.273,0.021,6.376,0,0,0,0,0,0,9.16,0.71,1290.974,0.459,0.036,15.176,,,
2004,NER,7.698,0.576,-2.217,0.021,0.002,0.584,0.352,0.026,6.728,0,0,0,0,0,0,6.888,0.515,1297.862,0.436,0.033,15.612,,,
2005,NER,9.685,0.699,1.988,0.023,0.002,0.607,0.256,0.019,6.985,0,0,0,0,0,0,8.977,0.648,1306.839,0.429,0.031,16.04,,,
2006,NER,36.265,2.525,26.58,0.024,0.002,0.632,0.264,0.018,7.248,0,0,0,0,0,0,35.577,2.477,1342.416,0.399,0.028,16.44,,,
2007,NER,20.831,1.398,-15.434,0.016,0.001,0.648,0.232,0.016,7.48,0,0,0,0,0,0,20.115,1.35,1362.532,0.468,0.031,16.907,,,
2008,NER,12.893,0.834,-7.938,0.022,0.001,0.669,0.271,0.018,7.752,0,0,0,0,0,0,12.091,0.782,1374.623,0.509,0.033,17.417,,,
2009,NER,16.937,1.056,4.043,0.016,0.001,0.686,0.278,0.017,8.03,0,0,0,0,0,0,15.975,0.996,1390.598,0.667,0.042,18.083,,,
2010,NER,31.801,1.91,14.865,0.012,0.001,0.698,0.33,0.02,8.36,0,0,0,0,0,0,30.631,1.84,1421.229,0.828,0.05,18.912,,,
2011,NER,40.637,2.351,8.836,0.025,0.001,0.723,0.37,0.021,8.73,0,0,0,0,0,0,39.315,2.275,1460.544,0.927,0.054,19.839,,,
2012,NER,54.799,3.052,14.162,0.029,0.002,0.752,0.385,0.021,9.115,0.099,0.006,0.099,0,0,0,52.945,2.949,1513.489,1.341,0.075,21.18,,,
2013,NER,32.005,1.716,-22.793,0.011,0.001,0.763,0.341,0.018,9.455,0.18,0.01,0.279,0,0,0,29.935,1.605,1543.423,1.539,0.082,22.718,,,
2014,NER,29.542,1.525,-2.463,0.008,0,0.771,0.388,0.02,9.844,0.171,0.009,0.45,0,0,0,27.297,1.409,1570.72,1.678,0.087,24.397,,,
2015,NER,42.218,2.097,12.676,0.02,0.001,0.791,0.326,0.016,10.17,0.099,0.005,0.549,0,0,0,40.011,1.988,1610.731,1.762,0.088,26.159,,,
2016,NER,34.976,1.672,-7.242,0.02,0.001,0.811,0.359,0.017,10.529,0.086,0.004,0.635,0,0,0,32.829,1.569,1643.56,1.682,0.08,27.841,,,
2017,NER,36.73,1.69,1.754,0.02,0.001,0.831,0.338,0.016,10.867,0.074,0.003,0.709,0,0,0,34.478,1.586,1678.039,1.82,0.084,29.661,,,
